Date,Channel,Pay period,Customer group,Campaign,Clicks,Impressions,Signups,FTD Count,FTD Amount,Deposits,Withdrawals,NGR,Income
2026-03-19,BetWarrior Brazil,2026-03-01,0,365 Scores - Banner - Institucional,35,0,0,0,0,0,0,0,0.00
2026-03-19,BetWarrior Brazil,2026-03-01,0,365 Scores - MPU - Institucional,21,0,0,0,0,0,0,0,0.00
2026-03-19,BetWarrior Brazil,2026-03-01,0,365 Scores - Floating Button - Institucional,63,0,0,0,0,0,0,0,0.00
2026-03-19,BetWarrior Brazil,2026-03-01,0,365 Scores - Home Page Takeover - Institucional,147,0,0,0,0,0,0,0,0.00
2026-03-20,BetWarrior Brazil,2026-03-01,0,Uol - 728x90 - Basquete,69,0,0,0,0,0,0,0,0.00
2026-03-20,BetWarrior Brazil,2026-03-01,0,Uol - 300x250 - Basquete,36,0,0,0,0,0,0,0,0.00
2026-03-20,BetWarrior Brazil,2026-03-01,0,Uol - 300x100 - Futebol,83,0,0,0,0,0,0,0,0.00
2026-03-20,BetWarrior Brazil,2026-03-01,0,Uol - 300x250 - Futebol,23,0,0,0,0,0,0,0,0.00
2026-03-20,BetWarrior Brazil,2026-03-01,0,Uol - 320x100 - Tênis,56,0,0,0,0,0,0,0,0.00
2026-03-20,BetWarrior Brazil,2026-03-01,0,Uol - 970x90 - Tênis,2,0,0,0,0,0,0,0,0.00
2026-03-20,BetWarrior Brazil,2026-03-01,0,Uol - 300x250 - Tênis,26,0,0,0,0,0,0,0,0.00
2026-03-20,BetWarrior Brazil,2026-03-01,0,Uol - 16x9 - Institucional,6,0,0,0,0,0,0,0,0.00
2026-03-20,BetWarrior Brazil,2026-03-01,0,365 Scores - Interstial - Institucional,447,0,2,1,2.82,2.82,0,2.09,0.00
2026-03-20,BetWarrior Brazil,2026-03-01,0,365 Scores - Banner - Institucional,41,0,0,0,0,0,0,0,0.00
2026-03-20,BetWarrior Brazil,2026-03-01,0,365 Scores - MPU - Institucional,22,0,0,0,0,0,0,0,0.00
2026-03-20,BetWarrior Brazil,2026-03-01,0,365 Scores - Floating Button - Institucional,39,0,0,0,0,0,0,0,0.00
2026-03-20,BetWarrior Brazil,2026-03-01,0,365 Scores - Home Page Takeover - Institucional,128,0,0,0,0,0,0,0,0.00
2026-03-20,BetWarrior Brazil,2026-03-01,0,Siprocal - Push Notification - Institucional,2,0,0,0,0,0,0,0,0.00
2026-03-21,BetWarrior Brazil,2026-03-01,0,Uol - 728x90 - Basquete,1,0,0,0,0,0,0,0,0.00
2026-03-21,BetWarrior Brazil,2026-03-01,0,Uol - 300x250 - Basquete,2,0,0,0,0,0,0,0,0.00
2026-03-21,BetWarrior Brazil,2026-03-01,0,Uol - 300x250 - Futebol,1,0,0,0,0,0,0,0,0.00
2026-03-21,BetWarrior Brazil,2026-03-01,0,Uol - 320x100 - Tênis,1,0,0,0,0,0,0,0,0.00
2026-03-21,BetWarrior Brazil,2026-03-01,0,Uol - 970x90 - Tênis,1,0,0,0,0,0,0,0,0.00
2026-03-21,BetWarrior Brazil,2026-03-01,0,Uol - 300x250 - Tênis,1,0,0,0,0,0,0,0,0.00
2026-03-21,BetWarrior Brazil,2026-03-01,0,365 Scores - Interstial - Institucional,573,0,0,0,0,21.26,0,15.73,0.00
2026-03-21,BetWarrior Brazil,2026-03-01,0,365 Scores - Banner - Institucional,25,0,0,0,0,0,0,0,0.00
2026-03-21,BetWarrior Brazil,2026-03-01,0,365 Scores - MPU - Institucional,28,0,0,0,0,0,0,0,0.00
2026-03-21,BetWarrior Brazil,2026-03-01,0,365 Scores - Floating Button - Institucional,1,0,0,0,0,0,0,0,0.00
2026-03-21,BetWarrior Brazil,2026-03-01,0,365 Scores - Home Page Takeover - Institucional,165,0,0,0,0,0,0,0,0.00
2026-03-22,BetWarrior Brazil,2026-03-01,0,Uol - 728x90 - Basquete,1,0,0,0,0,0,0,0,0.00
2026-03-22,BetWarrior Brazil,2026-03-01,0,Uol - 300x100 - Futebol,1,0,0,0,0,0,0,0,0.00
2026-03-22,BetWarrior Brazil,2026-03-01,0,Uol - 16x9 - Institucional,1,0,0,0,0,0,0,0,0.00
2026-03-22,BetWarrior Brazil,2026-03-01,0,365 Scores - Interstial - Institucional,540,0,0,0,0,0,0,0,0.00
2026-03-22,BetWarrior Brazil,2026-03-01,0,365 Scores - Banner - Institucional,35,0,0,0,0,0,0,0,0.00
2026-03-22,BetWarrior Brazil,2026-03-01,0,365 Scores - MPU - Institucional,13,0,0,0,0,0,0,0,0.00
2026-03-22,BetWarrior Brazil,2026-03-01,0,365 Scores - Home Page Takeover - Institucional,97,0,0,0,0,0,0,0,0.00
2026-03-22,BetWarrior Brazil,2026-03-01,0,Siprocal - Push Notification - Institucional,1,0,0,0,0,0,0,0,0.00
2026-03-23,BetWarrior Brazil,2026-03-01,0,Uol - 300x100 - Futebol,2,0,0,0,0,0,0,0,0.00
2026-03-23,BetWarrior Brazil,2026-03-01,0,Uol - 320x100 - Tênis,2,0,0,0,0,0,0,0,0.00
2026-03-23,BetWarrior Brazil,2026-03-01,0,365 Scores - Interstial - Institucional,555,0,0,0,0,0,0,0,0.00
2026-03-23,BetWarrior Brazil,2026-03-01,0,365 Scores - Banner - Institucional,28,0,0,0,0,0,0,0,0.00
2026-03-23,BetWarrior Brazil,2026-03-01,0,365 Scores - MPU - Institucional,20,0,0,0,0,0,0,0,0.00
2026-03-23,BetWarrior Brazil,2026-03-01,0,365 Scores - Home Page Takeover - Institucional,110,0,0,0,0,0,0,0,0.00
2026-03-24,BetWarrior Brazil,2026-03-01,0,Uol - 320x100 - Tênis,1,0,0,0,0,0,0,0,0.00
2026-03-24,BetWarrior Brazil,2026-03-01,0,365 Scores - Interstial - Institucional,517,0,0,0,0,0,0,0,0.00
2026-03-24,BetWarrior Brazil,2026-03-01,0,365 Scores - Banner - Institucional,39,0,0,0,0,0,0,0,0.00
2026-03-24,BetWarrior Brazil,2026-03-01,0,365 Scores - MPU - Institucional,16,0,0,0,0,0,0,0,0.00
2026-03-24,BetWarrior Brazil,2026-03-01,0,365 Scores - Home Page Takeover - Institucional,102,0,0,0,0,0,0,0,0.00
2026-03-25,BetWarrior Brazil,2026-03-01,0,365 Scores - Interstial - Institucional,598,0,0,0,0,0,0,0,0.00
2026-03-25,BetWarrior Brazil,2026-03-01,0,365 Scores - Banner - Institucional,49,0,0,0,0,0,0,0,0.00
2026-03-25,BetWarrior Brazil,2026-03-01,0,365 Scores - MPU - Institucional,20,0,0,0,0,0,0,0,0.00
2026-03-25,BetWarrior Brazil,2026-03-01,0,365 Scores - Home Page Takeover - Institucional,118,0,0,0,0,0,0,0,0.00
2026-03-26,BetWarrior Brazil,2026-03-01,0,Uol - 300x250 - Tênis,1,0,0,0,0,0,0,0,0.00
2026-03-26,BetWarrior Brazil,2026-03-01,0,365 Scores - Interstial - Institucional,532,0,1,0,0,0,0,0,0.00
2026-03-26,BetWarrior Brazil,2026-03-01,0,365 Scores - Banner - Institucional,31,0,0,0,0,0,0,0,0.00
2026-03-26,BetWarrior Brazil,2026-03-01,0,365 Scores - MPU - Institucional,13,0,0,0,0,0,0,0,0.00
2026-03-26,BetWarrior Brazil,2026-03-01,0,365 Scores - Floating Button - Institucional,1,0,0,0,0,0,0,0,0.00
2026-03-26,BetWarrior Brazil,2026-03-01,0,365 Scores - Home Page Takeover - Institucional,31,0,0,0,0,0,0,0,0.00
2026-03-27,BetWarrior Brazil,2026-03-01,0,Uol - 300x100 - Futebol,1,0,0,0,0,0,0,0,0.00
2026-03-27,BetWarrior Brazil,2026-03-01,0,Uol - 320x100 - Tênis,3,0,0,0,0,0,0,0,0.00
2026-03-27,BetWarrior Brazil,2026-03-01,0,365 Scores - Interstial - Institucional,129,0,2,0,0,0,0,0,0.00
2026-03-27,BetWarrior Brazil,2026-03-01,0,365 Scores - Banner - Institucional,29,0,0,0,0,0,0,0,0.00
2026-03-27,BetWarrior Brazil,2026-03-01,0,365 Scores - MPU - Institucional,25,0,0,0,0,0,0,0,0.00
2026-03-27,BetWarrior Brazil,2026-03-01,0,365 Scores - Home Page Takeover - Institucional,108,0,0,0,0,0,0,0,0.00
2026-03-28,BetWarrior Brazil,2026-03-01,0,Uol - 320x100 - Tênis,1,0,0,0,0,0,0,0,0.00
2026-03-28,BetWarrior Brazil,2026-03-01,0,365 Scores - Interstial - Institucional,29,0,0,0,0,0,0,0,0.00
2026-03-28,BetWarrior Brazil,2026-03-01,0,365 Scores - Banner - Institucional,16,0,0,0,0,0,0,0,0.00
2026-03-28,BetWarrior Brazil,2026-03-01,0,365 Scores - MPU - Institucional,13,0,0,0,0,0,0,0,0.00
2026-03-28,BetWarrior Brazil,2026-03-01,0,365 Scores - Home Page Takeover - Institucional,109,0,0,0,0,0,0,0,0.00
2026-03-29,BetWarrior Brazil,2026-03-01,0,365 Scores - Interstial - Institucional,250,0,0,0,0,0,0,0,0.00
2026-03-29,BetWarrior Brazil,2026-03-01,0,365 Scores - Banner - Institucional,18,0,0,0,0,0,0,0,0.00
2026-03-29,BetWarrior Brazil,2026-03-01,0,365 Scores - MPU - Institucional,15,0,0,0,0,0,0,0,0.00
2026-03-29,BetWarrior Brazil,2026-03-01,0,365 Scores - Floating Button - Institucional,1,0,0,0,0,0,0,0,0.00
2026-03-29,BetWarrior Brazil,2026-03-01,0,365 Scores - Home Page Takeover - Institucional,181,0,0,0,0,0,0,0,0.00
2026-03-30,BetWarrior Brazil,2026-03-01,0,Uol - 16x9 - Institucional,1,0,0,0,0,0,0,0,0.00
2026-03-30,BetWarrior Brazil,2026-03-01,0,365 Scores - Interstial - Institucional,324,0,1,0,0,0,0,0,0.00
2026-03-30,BetWarrior Brazil,2026-03-01,0,365 Scores - Banner - Institucional,31,0,0,0,0,0,0,0,0.00
2026-03-30,BetWarrior Brazil,2026-03-01,0,365 Scores - MPU - Institucional,15,0,0,0,0,0,0,0,0.00
2026-03-30,BetWarrior Brazil,2026-03-01,0,365 Scores - Floating Button - Institucional,1,0,0,0,0,0,0,0,0.00
2026-03-30,BetWarrior Brazil,2026-03-01,0,365 Scores - Home Page Takeover - Institucional,92,0,0,0,0,0,0,0,0.00
2026-03-31,BetWarrior Brazil,2026-03-01,0,Uol - 300x100 - Futebol,1,0,0,0,0,0,0,0,0.00
2026-03-31,BetWarrior Brazil,2026-03-01,0,Uol - 320x100 - Tênis,2,0,0,0,0,0,0,0,0.00
2026-03-31,BetWarrior Brazil,2026-03-01,0,Uol - 300x250 - Tênis,1,0,0,0,0,0,0,0,0.00
2026-03-31,BetWarrior Brazil,2026-03-01,0,365 Scores - Interstial - Institucional,1602,0,1,0,0,0,0,0,0.00
2026-03-31,BetWarrior Brazil,2026-03-01,0,365 Scores - Banner - Institucional,14,0,0,0,0,0,0,0,0.00
2026-03-31,BetWarrior Brazil,2026-03-01,0,365 Scores - MPU - Institucional,21,0,0,0,0,0,0,0,0.00
2026-03-31,BetWarrior Brazil,2026-03-01,0,365 Scores - Home Page Takeover - Institucional,25,0,0,0,0,0,0,0,0.00
Date,Channel,Pay period,Customer group,Campaign,Clicks,Impressions,Signups,FTD Count,FTD Amount,Deposits,Withdrawals,NGR,Income
2026-04-01,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,70,0,0,0,0,0,0,0,0.00
2026-04-01,BetWarrior Brazil,2026-04-01,0,365 Scores - Banner - Institucional,4,0,0,0,0,0,0,0,0.00
2026-04-01,BetWarrior Brazil,2026-04-01,0,365 Scores - MPU - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-01,BetWarrior Brazil,2026-04-01,0,365 Scores - Home Page Takeover - Institucional,50,0,0,0,0,0,0,0,0.00
2026-04-02,BetWarrior Brazil,2026-04-01,0,Uol - 120x600 - Basquete,1,0,0,0,0,0,0,0,0.00
2026-04-02,BetWarrior Brazil,2026-04-01,0,Uol - diária - diária,1,0,0,0,0,0,0,0,0.00
2026-04-02,BetWarrior Brazil,2026-04-01,0,Uol - diária mobile - diária mobile,1,0,0,0,0,0,0,0,0.00
2026-04-02,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,29,0,0,0,0,0,0,0,0.00
2026-04-02,BetWarrior Brazil,2026-04-01,0,365 Scores - MPU - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-02,BetWarrior Brazil,2026-04-01,0,365 Scores - Home Page Takeover - Institucional,3,0,0,0,0,0,0,0,0.00
2026-04-03,BetWarrior Brazil,2026-04-01,0,Uol - 300x250 - Futebol,1,0,0,0,0,0,0,0,0.00
2026-04-03,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,11,0,0,0,0,0,0,0,0.00
2026-04-04,BetWarrior Brazil,2026-04-01,0,Uol - 320x100 - Tênis,2,0,0,0,0,0,0,0,0.00
2026-04-04,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,11,0,0,0,0,0,0,0,0.00
2026-04-04,BetWarrior Brazil,2026-04-01,0,365 Scores - Home Page Takeover - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-05,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,5,0,0,0,0,0,0,0,0.00
2026-04-05,BetWarrior Brazil,2026-04-01,0,365 Scores - Home Page Takeover - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-06,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,13,0,0,0,0,0,0,0,0.00
2026-04-06,BetWarrior Brazil,2026-04-01,0,365 Scores - Banner - Institucional,2,0,0,0,0,0,0,0,0.00
2026-04-06,BetWarrior Brazil,2026-04-01,0,365 Scores - MPU - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-06,BetWarrior Brazil,2026-04-01,0,365 Scores - Floating Button - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-06,BetWarrior Brazil,2026-04-01,0,365 Scores - Home Page Takeover - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-07,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,10,0,0,0,0,0,0,0,0.00
2026-04-08,BetWarrior Brazil,2026-04-01,0,Uol - 320x100 - Tênis,2,0,0,0,0,0,0,0,0.00
2026-04-08,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,7,0,0,0,0,0,0,0,0.00
2026-04-09,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,8,0,0,0,0,0,0,0,0.00
2026-04-09,BetWarrior Brazil,2026-04-01,0,365 Scores - Floating Button - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-10,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,5,0,1,0,0,0,0,0,0.00
2026-04-11,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,3,0,0,0,0,0,0,0,0.00
2026-04-12,BetWarrior Brazil,2026-04-01,0,Uol - 320x100 - Tênis,1,0,0,0,0,0,0,0,0.00
2026-04-12,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,4,0,0,0,0,0,0,0,0.00
2026-04-12,BetWarrior Brazil,2026-04-01,0,365 Scores - MPU - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-13,BetWarrior Brazil,2026-04-01,0,Uol - 728x90 - Basquete,1,0,0,0,0,0,0,0,0.00
2026-04-13,BetWarrior Brazil,2026-04-01,0,Uol - 320x100 - Tênis,1,0,0,0,0,0,0,0,0.00
2026-04-13,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-14,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,3,0,0,0,0,0,0,0,0.00
2026-04-16,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-17,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-18,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-19,BetWarrior Brazil,2026-04-01,0,Uol - 320x100 - Tênis,2,0,0,0,0,0,0,0,0.00
2026-04-19,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,2,0,0,0,0,0,0,0,0.00
2026-04-20,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-21,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-22,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-24,BetWarrior Brazil,2026-04-01,0,Uol - 320x100 - Tênis,1,0,0,0,0,0,0,0,0.00
2026-04-24,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-26,BetWarrior Brazil,2026-04-01,0,365 Scores - Home Page Takeover - Institucional,1,0,0,0,0,0,0,0,0.00
2026-04-27,BetWarrior Brazil,2026-04-01,0,Uol - 320x100 - Tênis,1,0,0,0,0,0,0,0,0.00
2026-04-29,BetWarrior Brazil,2026-04-01,0,Uol - 320x100 - Tênis,1,0,0,0,0,0,0,0,0.00
2026-04-29,BetWarrior Brazil,2026-04-01,0,365 Scores - Interstial - Institucional,1,0,0,0,0,0,0,0,0.00
Date,Channel,Pay period,Customer group,Campaign,Clicks,Impressions,Signups,FTD Count,FTD Amount,Deposits,Withdrawals,NGR,Income
2026-05-04,BetWarrior Brazil,2026-05-01,0,Uol - 300x250 - Futebol,2,0,0,0,0,0,0,0,0.00
2026-05-05,BetWarrior Brazil,2026-05-01,0,365 Scores - Interstial - Institucional,1,0,0,0,0,0,0,0,0.00
2026-05-05,BetWarrior Brazil,2026-05-01,0,365 Scores - Banner - Institucional,1,0,0,0,0,0,0,0,0.00
2026-05-05,BetWarrior Brazil,2026-05-01,0,365 Scores - MPU - Institucional,1,0,0,0,0,0,0,0,0.00
2026-05-05,BetWarrior Brazil,2026-05-01,0,365 Scores - Floating Button - Institucional,1,0,0,0,0,0,0,0,0.00
